Code	Itemname
2520	Packaging, foam plastics (except polystyrene), manufacturing
2520	Packaging, plastics (e.g., blister, bubble), manufacturing
2520	Pails, plastics, manufacturing
2520	Paint sticks, plastics, manufacturing
2520	Paper machine forming fabric, plastic, manufacturing
2520	Photographic film base (except sensitized), manufacturing
2520	Photographic, micrographic and X-ray plastics sheet and film (except sensitized), manufacturing
2520	Picnic jugs, plastics, manufacturing
2520	Pipe fittings, rigid plastics, manufacturing
2520	Pipe, rigid plastics, manufacturing
2520	Plaques, nameplates (except engraved), plastic, manufacturing
2520	Plastic drapery rods, poles, and fixtures, manufacturing
2520	Plastic pallets, manufacturing
2520	Plastic rainwear, men's and boys', heat-sealed, manufacturing
2520	Plastic rainwear, women's and misses', heat-sealed, manufacturing
2520	Plastic strips, door hanging, manufacturing
2520	Plastic window shades and blinds (except textile), manufacturing
2520	Plastics belts and hoses (without fittings), manufacturing
2520	Plastics casting
2520	Plastics film and unlaminated sheet, manufacturing
2520	Plastics film bags, single or multi-wall, manufactured and printed in the same establishment
2520	Plastics film bags, single or multi-wall, manufacturing
2520	Plastics injection moulding
2520	Plastics moulding
2520	Plate, laminated plastics, manufacturing
2520	Plates, plastics (except foam), manufacturing
2520	Plates, polystrene foam, manufacturing
2520	Plexiglass ® (i.e., acrylic sheet), manufacturing
2520	Plumbing fixture fittings and trim, plastic, manufacturing
2520	Plumbing fixtures (e.g., shower stalls, toilets, urinals), plastics or fibreglass, manufacturing
2520	Polyester film and unlaminated sheet, manufacturing
2520	Polyethylene film and unlaminated sheet, manufacturing
2520	Polypropylene film and unlaminated sheet, manufacturing
2520	Polystrene foam packaging, manufacturing
2520	Polyurethane foam products, manufacturing
2520	Polyvinyl film and unlaminated sheet, manufacturing
2520	Portable toilets, plastics, manufacturing
2520	Profile shapes (e.g., plate, rod, sheet), laminated plastics, manufacturing
2520	Profile shapes (e.g., rod, tube), non-rigid plastics, manufacturing
2520	Profile shapes, polystyrene foam, manufacturing
2520	PVC (polyvinyl chloride) pipe, manufacturing
2520	Radiator and heater hoses, plastics, manufacturing
2520	Radio housings, plastic, manufacturing
2520	Reels, plastics, manufacturing
2520	Resilient floor coverings (e.g., sheet, tile), manufacturing
2520	Rod, laminated plastics, manufacturing
2520	Rod, non-rigid plastics, manufacturing
2520	Rulers, plastics, manufacturing
2520	Safety hats, plastic, manufacturing
2520	Sausage casings, plastics, manufacturing
2520	Screening, window, plastics, manufacturing
2520	Seat cushions, foam plastics (except polystyrene), manufacturing
2520	Septic tanks, plastics or fibreglass, manufacturing
2520	Sheet (i.e., board), polystyrene foam insulation, manufacturing
2520	Sheet, laminated plastics, manufacturing
2520	Sheet, plastics, unlaminated, manufacturing
2520	Shipping pads and shaped cushioning, foam plastics (except polystyrene), manufacturing
2520	Shipping pads and shaped cushioning, polystrene foam, manufacturing
2520	Shower stalls, plastics or fibreglass, manufacturing
2520	Shutters, plastics, manufacturing
2520	Siding, plastics, manufacturing
2520	Sinks, plastics, manufacturing
2520	Sponges, plastics, manufacturing
2520	Swimming pool covers and liners, plastic, manufacturing
2520	Tablecloths, plastics, manufacturing
2520	Tableware, plastics (except foam), manufacturing
2520	Tanks, storage, plastic or fibreglass, manufacturing
2520	Television housings, plastic, manufacturing
2520	Thermal insulation, polystyrene foam, manufacturing
2520	Thermoforming plastic products
2520	Timing belts, plastics, manufacturing
2520	Tires, plastics, manufacturing
2520	Toilet fixtures, plastics, manufacturing
2520	Trash containers, plastics, manufacturing
2520	Trims for appliances, plastic, manufacturing
2520	Tube, non-rigid plastics, manufacturing
2520	Tumblers, plastics, manufacturing
2520	Underlay, carpet and rug, foam plastics (except polystyrene), manufacturing
2520	Urethane foam products, manufacturing
2520	Urinals, plastics, manufacturing
2520	Utility containers (e.g., baskets, bins, boxes, buckets, dishpans, pails), plastics, manufacturing
2520	V-belts, plastics, manufacturing
2520	Vacuum cleaner belts and hoses, plastics, manufacturing
2520	Venetian blinds, plastic, manufacturing
2520	Vinyl and vinyl copolymer film and unlaminated sheet, manufacturing
2520	Vinyl floor coverings, manufacturing
2520	Watch crystals, plastics, manufacturing
2520	Water hoses, plastic, manufacturing
2520	Watering cans, plastics, manufacturing
2520	Welders' hoods, manufacturing
2520	Window sheeting, laminated plastics, manufacturing
2520	Window sheeting, unlaminated plastics, manufacturing
2520	Windows and window frames, plastics, manufacturing
2520	Windshields, plastics, manufacturing
2610	Aquariums, made from purchased glass
2610	Ashtrays, glass, made in glass making plants
2610	Ashtrays, made from purchased glass
2610	Beer bottles, made in glass making plants
2610	Bevelling and polishing purchased plate glass
2610	Beverage containers, made in glass making plants
2610	Blanks for electric light bulbs, glass, made in glass making plants
2610	Blanks, ophthalmic lens and optical glass, made from purchased glass
2610	Blanks, ophthalmic lens and optical glass, made in glass making plants
2610	Blocks, glass, made in glass making plants
2610	Bottles (i.e., bottling, canning, packaging), made from purchased glass
2610	Bottles (i.e., bottling, canning, packaging), made in glass making plants
2610	Brick, glass, made in glass making plants
2610	Christmas tree ornaments, glass, made in glass making plants
2610	Christmas tree ornaments, made from purchased glass
2610	Containers for packaging, bottling and canning, made from purchased glass
2610	Containers for packaging, bottling and canning, made in glass making plants
2610	Cooking utensils, glass and glass ceramic, made in glass making plants
2610	Cooking ware (e.g., pots, baking pans), made in glass making plants
2610	Cookingware (e.g., pots, baking pans), made from purchased glass
2610	Cut and engraved glassware, made from purchased glass
2610	Cutting, engraving, etching, painting or polishing purchased glass
2610	Decorated glassware, made from purchased glass
2610	Decorative glassware, made in glass making plants
2610	Doors, unframed glass, made from purchased glass
2610	Electron tube parts, glass blanks, made from purchased glass
2610	Electron tube parts, glass blanks, made in glass making plants
2610	Fibreglass insulation products, manufacturing
2610	Fibres, glass, textile, made in glass making plants
2610	Flat glass (e.g., float, plate), made in glass making plants
2610	Float glass, made in glass making plants
2610	Food packaging containers, made in glass making plants
2610	Fruit, artificial, made from purchased glass
2610	Fruits, artificial, made in glass making plants
2610	Furniture tops, glass (e.g., beveled, cut, polished), made from purchased glass
2610	Glass blanks for electric light bulbs, made from purchased glass
2610	Glass blanks for electric light bulbs, made in glass making plants
2610	Glass blocks and bricks, made in glass making plants
2610	Glass cord for reinforcing rubber tires, made in glass making plants
2610	Glass fibre, textile type, made in glass making plants
2610	Glass fibre, unsheathed, made in glass making plants
2610	Glass making and blowing, by hand
2610	Glass packaging containers, made from purchased glass
2610	Glass packaging containers, made in glass making plants
2610	Glass products (except containers), made from purchased glass
2610	Glass products (except packaging containers), made in glass making plants
2610	Glass products, made from purchased glass
2610	Glass yarn, made in glass making plants
2610	Glass, automotive, made from purchased glass
2610	Glass, automotive, made in glass making plants
2610	Glass, plate, made in glass making plants
2610	Glass, screen printing, for the trade
2610	Glassware for industrial, scientific and technical use, made from purchased glass
2610	Glassware for industrial, scientific and technical use, made in glass making plants
2610	Glassware for lighting fixtures, made from purchased glass
2610	Glassware for lighting fixtures, made in glass making plants
2610	Glassware, art, decorative and novelty, made from purchased glass
2610	Glassware, art, decorative and novelty, made in glass making plants
2610	Glassware, cut and engraved, made from purchased glass
2610	Hand blowing purchased glass
2610	Industrial glassware and glass products, pressed or blown, made in glass making plants
2610	Industrial glassware, made from purchased glass
2610	Insulating batts, fills or blankets, fibreglass, manufacturing
2610	Insulating glass, sealed units, made from purchased glass
2610	Insulating glass, sealed units, made in glass making plant
2610	Insulators, electrical, glass, made in glass making plants
2610	Insulators, electrical, made from purchased glass
2610	Jars for packaging, bottling and canning, made in glass making plants
2610	Laboratory glassware (e.g., beakers, test tubes, vials), made in glass making plants
2610	Laboratory glassware (e.g., test tubes, vials, beakers), made from purchased glass
2610	Laminated glass, made from purchased glass
2610	Laminated glass, made in glass making plants
2610	Lamp shades, made from purchased glass
2610	Lamp shades, made in glass making plants
2610	Lens blanks, optical and ophthalmic, made from purchased glass
2610	Lens blanks, optical and ophthalmic, made in glass making plants
2610	Medical glassware, made from purchased glass
2610	Medical glassware, made in glass making plants
2610	Mirrors, framed or unframed, made from purchased glass
2610	Optical fibres, strands, bundles and cables, unsheathed, made in glass making plants
2610	Ornaments, Christmas tree, glass, made in glass making plants
2610	Ornaments, Christmas tree, made from purchased glass
2610	Ovenware, glass, made in glass making plants
2610	Ovenware, made from purchased glass
2610	Photomask blanks, glass, made in glass making plants
2610	Pop bottles, made in glass making plants
2610	Safety glass (including motor vehicle), made from purchased glass
2610	Safety glass (including motor vehicle), made in glass making plants
2610	Scientific apparatus glassware, made from purchased glass
2610	Scientific glassware, made from purchased glass
2610	Scientific glassware, pressed or blown, made in glass making plants
2610	Soda bottles, made in glass making plants
2610	Stained glass and stained glass products, made from purchased glass
2610	Stained glass and stained glass products, made in glass making plants
2610	Stemware, glass, made in glass making plants
2610	Stemware, made from purchased glass
2610	Tableware (e.g., tumblers, plates), made from purchased glass
2610	Tableware (e.g., tumblers, plates), made in glass making plants
2610	Tea kettles, glass and glass ceramic, made in glass making plants
2610	Technical glassware and glass products, pressed or blown, made in glass making plants
2610	Technical glassware, made from purchased glass
2610	Tempered glass, made from purchased glass
2610	Tempered glass, made in glass making plants
2610	Textile glass fibres, made in glass making plants
2610	Vacuum tube blanks, glass, made from purchased glass
2610	Vacuum tube blanks, glass, made in glass making plants
2610	Vases, glass, made in glass making plants
2610	Vases, made from purchased glass
2610	Watch crystals, made from purchased glass
2610	Yarn, fibreglass, made in glass making plants
2691	Alumina porcelain insulators, manufacturing
2691	Architectural sculptures, clay, manufacturing
2691	Art and ornamental ware, pottery, manufacturing
2691	Ashtrays, pottery, manufacturing
2691	Bathroom accessories, vitreous china and earthenware, manufacturing
2691	Beryllia porcelain insulators, manufacturing
2691	Bone china, manufacturing
2691	Ceramic insulators, manufacturing
2691	Chemical stoneware (i.e., pottery products), manufacturing
2691	China cooking ware, manufacturing
2691	China tableware, vitreous, manufacturing
2691	Clay and ceramic statuary, manufacturing
2691	Cones, pyrometric, earthenware, manufacturing
2691	Cooking ware (e.g., stoneware, coarse earthenware, pottery), manufacturing
2691	Cooking ware, china, earthenware, pottery or stoneware, manufacturing
2691	Cooking ware, china, manufacturing
2691	Cooking ware, fine earthenware, manufacturing
2691	Crockery, manufacturing
2691	Decalcomania on china and glass, for the trade
2691	Decorating china (e.g., encrusting gold, silver, or other metal on china), for the trade
2691	Dishes, pottery, manufacturing
2691	Drinking fountains, vitreous china, non-refrigerated, manufacturing
2691	Earthenware table and kitchen articles, coarse, manufacturing
2691	Earthenware table and kitchen articles, manufacturing
2691	Earthenware, commercial and household, semivitreous, manufacturing
2691	Ecclesiastical statuary, clay, manufacturing
2691	Electrical insulators, porcelain, manufacturing
2691	Faucet handles, vitreous china and earthenware, manufacturing
2691	Ferrite, manufacturing
2691	Filtering media, pottery, manufacturing
2691	Firing china, for the trade
2691	Florists' articles, red earthenware, manufacturing
2691	Flower pots, red earthenware, manufacturing
